 Q (1/Ang),S-S  ,S-F  ,F-F  
   5.13000 ,    -0.212891045410311E+01 ,     0.703166942269277E+00 ,    -0.458426074349461E+00 , 
   5.15000 ,    -0.113941080232836E+01 ,     0.800224032589572E+00 ,    -0.430954775796621E+00 , 
   5.17000 ,     0.393709334566089E-01 ,     0.870932718927598E+00 ,    -0.392860423820264E+00 , 
   5.19000 ,     0.102301763025736E+01 ,     0.894638704875385E+00 ,    -0.355974683232977E+00 , 
   5.21000 ,     0.149883599355192E+01 ,     0.864546115078716E+00 ,    -0.330974285069868E+00 , 
   5.23000 ,     0.132371704011414E+01 ,     0.789867840394315E+00 ,    -0.323820570412575E+00 , 
   5.25000 ,     0.568741891453557E+00 ,     0.693075098773617E+00 ,    -0.333867568606256E+00 , 
   5.27000 ,    -0.502354872421547E+00 ,     0.603248733732609E+00 ,    -0.354217078237345E+00 , 
   5.29000 ,    -0.151358837056711E+01 ,     0.547655611824410E+00 ,    -0.374147622491704E+00 , 
   5.31000 ,    -0.209112553979648E+01 ,     0.544086252559582E+00 ,    -0.382768756498721E+00 , 
   5.33000 ,    -0.197703522584364E+01 ,     0.596119850840281E+00 ,    -0.372671154558714E+00 , 
   5.35000 ,    -0.110852562822729E+01 ,     0.692498730083851E+00 ,    -0.342373074104792E+00 , 
   5.37000 ,     0.360309817350605E+00 ,     0.810537003798765E+00 ,    -0.296785193303718E+00 , 
   5.39000 ,     0.209974918536515E+01 ,     0.922352934206119E+00 ,    -0.245581391319459E+00 , 
   5.41000 ,     0.369555052593861E+01 ,     0.100202524858122E+01 ,    -0.200049613873406E+00 , 
   5.43000 ,     0.476250583397608E+01 ,     0.103169119088010E+01 ,    -0.169479853066234E+00 , 
   5.45000 ,     0.504729975961182E+01 ,     0.100509198966652E+01 ,    -0.158272632081992E+00 , 
   5.47000 ,     0.449174952887648E+01 ,     0.927926750655454E+00 ,    -0.164688467235295E+00 , 
   5.49000 ,     0.324007237085731E+01 ,     0.815308081678729E+00 ,    -0.181601813758395E+00 , 
   5.51000 ,     0.159070252434502E+01 ,     0.687342394621650E+00 ,    -0.198961100449500E+00 , 
   5.53000 ,    -0.908260952832016E-01 ,     0.564200536795329E+00 ,    -0.207108580428886E+00 , 
   5.55000 ,    -0.147102356983532E+01 ,     0.461956594212685E+00 ,    -0.199856321111643E+00 , 
   5.57000 ,    -0.233075956435637E+01 ,     0.390047106808234E+00 ,    -0.176324861332248E+00 , 
   5.59000 ,    -0.260857526122853E+01 ,     0.350621257622826E+00 ,    -0.140983703076142E+00 , 
   5.61000 ,    -0.239569125170924E+01 ,     0.339515385673991E+00 ,    -0.101938012659957E+00 , 
   5.63000 ,    -0.188829353731868E+01 ,     0.348244445307314E+00 ,    -0.680806934933489E-01 , 
   5.65000 ,    -0.131497351959671E+01 ,     0.366319910890448E+00 ,    -0.460851243270137E-01 , 
   5.67000 ,    -0.863320911061287E+00 ,     0.383342383035864E+00 ,    -0.382393941742539E-01 , 
   5.69000 ,    -0.628103501964249E+00 ,     0.390573584037678E+00 ,    -0.418172960934147E-01 , 
   5.71000 ,    -0.595131453697545E+00 ,     0.381942636920552E+00 ,    -0.501533065739316E-01 , 
   5.73000 ,    -0.662749889682963E+00 ,     0.354591410873591E+00 ,    -0.550179101760964E-01 , 
   5.75000 ,    -0.690912806711069E+00 ,     0.309081015138611E+00 ,    -0.494658146722873E-01 , 
   5.77000 ,    -0.559688492064803E+00 ,     0.249300060277981E+00 ,    -0.301900971252591E-01 , 
   5.79000 ,    -0.217154280324255E+00 ,     0.182012334398996E+00 ,     0.139949903527857E-02 , 
   5.81000 ,     0.298780718994069E+00 ,     0.115938983008894E+00 ,     0.397139540902856E-01 , 
   5.83000 ,     0.870814271181268E+00 ,     0.603362002012746E-01 ,     0.769308512610888E-01 , 
   5.85000 ,     0.134034876862618E+01 ,     0.231952323471372E-01 ,     0.105673093243160E+00 , 
   5.87000 ,     0.155983408511396E+01 ,     0.939363329179892E-02 ,     0.121509271688103E+00 , 
   5.89000 ,     0.144181928008166E+01 ,     0.192721386271204E-01 ,     0.124436355884198E+00 , 
   5.91000 ,     0.988844181211237E+00 ,     0.481166433118909E-01 ,     0.118855933362347E+00 , 
   5.93000 ,     0.294973550309584E+00 ,     0.868526085505540E-01 ,     0.112063944261893E+00 , 
   5.95000 ,    -0.480885482555215E+00 ,     0.123940049457706E+00 ,     0.111769613984908E+00 , 
   5.96999 ,    -0.116053028685315E+01 ,     0.148076519856709E+00 ,     0.123468593531542E+00 , 
   5.99000 ,    -0.159814244040996E+01 ,     0.151071794904786E+00 ,     0.148607827850015E+00 , 
   6.00999 ,    -0.171650051063978E+01 ,     0.129954800623326E+00 ,     0.183949290180614E+00 , 
   6.03000 ,    -0.152627915809962E+01 ,     0.877814334408197E-01 ,     0.222759512465616E+00 , 
   6.05000 ,    -0.111492083005073E+01 ,     0.329175046568110E-01 ,     0.256759800510941E+00 , 
   6.06999 ,    -0.615159198527681E+00 ,    -0.234233409259296E-01 ,     0.278972425519510E+00 , 
   6.09000 ,    -0.161317989185279E+00 ,    -0.704179793335719E-01 ,     0.285907517764642E+00 , 
   6.10999 ,     0.147632537605330E+00 ,    -0.100490197861704E+00 ,     0.278626381626484E+00 , 
   6.13000 ,     0.275535150614554E+00 ,    -0.111739320899254E+00 ,     0.262410822585265E+00 , 
   6.14999 ,     0.249555593912837E+00 ,    -0.108159793167861E+00 ,     0.245079896364208E+00 , 
   6.17000 ,     0.143282520794723E+00 ,    -0.983832352559562E-01 ,     0.234403870492956E+00 , 
   6.18999 ,     0.451417226866251E-01 ,    -0.928895978430189E-01 ,     0.235760314180577E+00 , 
   6.21000 ,     0.243334439700362E-01 ,    -0.100632866566860E+00 ,     0.250455128314532E+00 , 
   6.22999 ,     0.106928967704712E+00 ,    -0.126178807811642E+00 ,     0.275423570718674E+00 , 
   6.25000 ,     0.268329433470123E+00 ,    -0.168299036240213E+00 ,     0.304449223597628E+00 , 
   6.26999 ,     0.443800767051393E+00 ,    -0.220141682852305E+00 ,     0.330111288004858E+00 , 
   6.29000 ,     0.554572537502495E+00 ,    -0.271663493248307E+00 ,     0.346398480347517E+00 , 
   6.30999 ,     0.536806481339758E+00 ,    -0.312483630746651E+00 ,     0.350449643014289E+00 , 
   6.33000 ,     0.366782910162960E+00 ,    -0.335561942708206E+00 ,     0.343484233583839E+00 , 
   6.34999 ,     0.720356516205286E-01 ,    -0.339255460752088E+00 ,     0.330233923948233E+00 , 
   6.37000 ,    -0.276154770771015E+00 ,    -0.328133536582297E+00 ,     0.317239150663377E+00 , 
   6.38999 ,    -0.581885239824750E+00 ,    -0.311630785647064E+00 ,     0.310691747495525E+00 , 
   6.41000 ,    -0.755983239926971E+00 ,    -0.301153795675487E+00 ,     0.314300855920321E+00 , 
   6.42999 ,    -0.741364716853791E+00 ,    -0.306641304748270E+00 ,     0.328116608999517E+00 , 
   6.45000 ,    -0.531359657720301E+00 ,    -0.333417548081592E+00 ,     0.348568959978606E+00 , 
   6.46999 ,    -0.171703999259879E+00 ,    -0.380397251987984E+00 ,     0.369574278703095E+00 , 
   6.49000 ,     0.254535444938227E+00 ,    -0.440485760524965E+00 ,     0.384647255246134E+00 , 
   6.50999 ,     0.648760621534830E+00 ,    -0.502290365321134E+00 ,     0.388850993969533E+00 , 
   6.53000 ,     0.926983112509861E+00 ,    -0.553843091267386E+00 ,     0.380419536188314E+00 , 
   6.55000 ,     0.103876871743925E+01 ,    -0.585695001808684E+00 ,     0.361200649754078E+00 , 
   6.56999 ,     0.979358064619300E+00 ,    -0.593927714797237E+00 ,     0.335978529139948E+00 , 
   6.59000 ,     0.784825139646009E+00 ,    -0.581049890535601E+00 ,     0.310813292482502E+00 , 
   6.60999 ,     0.517983706845590E+00 ,    -0.555176090493058E+00 ,     0.291214386197072E+00 , 
   6.63000 ,     0.246153569777971E+00 ,    -0.527422549605002E+00 ,     0.280290147998830E+00 , 
   6.64999 ,     0.233965573400956E-01 ,    -0.508701392720334E+00 ,     0.278028147524322E+00 , 
   6.67000 ,    -0.123763743593132E+00 ,    -0.506363451284703E+00 ,     0.281412435898974E+00 , 
   6.68999 ,    -0.196693429867354E+00 ,    -0.522260565121806E+00 ,     0.285617315742781E+00 , 
   6.71000 ,    -0.218118664490011E+00 ,    -0.552393111933941E+00 ,     0.285713501864019E+00 , 
   6.72999 ,    -0.217852133907596E+00 ,    -0.588221370757930E+00 ,     0.278311888994173E+00 , 
   6.75000 ,    -0.219115028116230E+00 ,    -0.619570521199735E+00 ,     0.262613302335841E+00 , 
   6.76999 ,    -0.229236863600081E+00 ,    -0.637519772728449E+00 ,     0.240612341158450E+00 , 
   6.79000 ,    -0.238313976071477E+00 ,    -0.637222681997693E+00 ,     0.216186335410189E+00 , 
   6.80999 ,    -0.225572507007472E+00 ,    -0.619115530088258E+00 ,     0.193826182666388E+00 , 
   6.83000 ,    -0.170616865524374E+00 ,    -0.588625910336214E+00 ,     0.176903010714049E+00 , 
   6.84999 ,    -0.651024714886798E-01 ,    -0.554540287212448E+00 ,     0.166677791829817E+00 , 
   6.87000 ,     0.806494800915822E-01 ,    -0.526172894982953E+00 ,     0.161801911225302E+00 , 
   6.88999 ,     0.237081248267291E+00 ,    -0.510919445302410E+00 ,     0.158925790521977E+00 , 
   6.91000 ,     0.364162245779824E+00 ,    -0.512127449493240E+00 ,     0.153858165556848E+00 , 
   6.92999 ,     0.422975786459130E+00 ,    -0.528535105796425E+00 ,     0.143084099778140E+00 , 
   6.95000 ,     0.389757514708379E+00 ,    -0.554989633728413E+00 ,     0.124940580971614E+00 , 
   6.96999 ,     0.264596234083370E+00 ,    -0.584126965459151E+00 ,     0.100281611756101E+00 , 
   6.99000 ,     0.728306095906253E-01 ,    -0.608803183669937E+00 ,     0.720650215085933E-01 , 
   7.00999 ,    -0.140572023301597E+00 ,    -0.623903286096986E+00 ,     0.445270699304920E-01 , 
   7.02999 ,    -0.324942023118638E+00 ,    -0.627703762661159E+00 ,     0.215909494582920E-01 , 
   7.04999 ,    -0.437558844205360E+00 ,    -0.621835922171549E+00 ,     0.571849249932905E-02 , 
   7.06999 ,    -0.456253617635957E+00 ,    -0.610387415286880E+00 ,    -0.293462517840126E-02 , 
   7.08999 ,    -0.384892425963816E+00 ,    -0.598300614522871E+00 ,    -0.649846924335292E-02 , 
   7.10999 ,    -0.250867634274662E+00 ,    -0.589693634434592E+00 ,    -0.862043754173959E-02 , 
   7.12999 ,    -0.955763575818911E-01 ,    -0.586626933978747E+00 ,    -0.132085414245111E-01 , 
   7.14999 ,     0.387639301906531E-01 ,    -0.588661112576766E+00 ,    -0.231199690672360E-01 , 
   7.16999 ,     0.121535917655047E+00 ,    -0.593269302955210E+00 ,    -0.392386213626788E-01 , 
   7.18999 ,     0.141400437203835E+00 ,    -0.596888115853357E+00 ,    -0.602450573171512E-01 , 
   7.20999 ,     0.107033120271699E+00 ,    -0.596204203244612E+00 ,    -0.831416507408391E-01 , 
   7.22999 ,     0.411869969951553E-01 ,    -0.589232787417892E+00 ,    -0.104337857867107E+00 , 
   7.24999 ,    -0.293673823378738E-01 ,    -0.575852253325499E+00 ,    -0.120913009220117E+00 , 
   7.26999 ,    -0.841572961039114E-01 ,    -0.557668641956537E+00 ,    -0.131619533593762E+00 , 
   7.28999 ,    -0.115800853298135E+00 ,    -0.537318723642021E+00 ,    -0.137284661300949E+00 , 
   7.30999 ,    -0.130932370603230E+00 ,    -0.517500266141893E+00 ,    -0.140479193419347E+00 , 
   7.32999 ,    -0.145160241117154E+00 ,    -0.500086748553923E+00 ,    -0.144574947511934E+00 , 
   7.34999 ,    -0.174205660199396E+00 ,    -0.485625674593277E+00 ,    -0.152521537342444E+00 , 
   7.36999 ,    -0.224816907121270E+00 ,    -0.473363049991513E+00 ,    -0.165767593285593E+00 , 
   7.38999 ,    -0.289179708153646E+00 ,    -0.461741381836732E+00 ,    -0.183700290510482E+00 , 
   7.40999 ,    -0.345297566913308E+00 ,    -0.449154225648325E+00 ,    -0.203798649566788E+00 , 
   7.42999 ,    -0.363629856848333E+00 ,    -0.434661873615906E+00 ,    -0.222451898537516E+00 , 
   7.44999 ,    -0.317918404517844E+00 ,    -0.418402838599292E+00 ,    -0.236167364233636E+00 , 
   7.46999 ,    -0.196443497857450E+00 ,    -0.401558426616702E+00 ,    -0.242759524353491E+00 , 
   7.48999 ,    -0.954509755165175E-02 ,    -0.385895774707044E+00 ,    -0.242117377873382E+00 , 
   7.50999 ,     0.209695095751954E+00 ,    -0.373067503036344E+00 ,    -0.236288634166304E+00 , 
   7.52999 ,     0.412514286065098E+00 ,    -0.363930658631987E+00 ,    -0.228848173691872E+00 , 
   7.54999 ,     0.547558003695341E+00 ,    -0.358136675225245E+00 ,    -0.223757498429470E+00 , 
   7.56999 ,     0.576132798567907E+00 ,    -0.354144447890795E+00 ,    -0.224091267640892E+00 , 
   7.58999 ,     0.484814780898643E+00 ,    -0.349657561357868E+00 ,    -0.231050304256679E+00 , 
   7.60999 ,     0.291226065938581E+00 ,    -0.342338005906222E+00 ,    -0.243584063252722E+00 , 
   7.62999 ,     0.408085169870188E-01 ,    -0.330553682984218E+00 ,    -0.258742638314074E+00 , 
   7.64999 ,    -0.204791211137579E+00 ,    -0.313907003985721E+00 ,    -0.272637336428323E+00 , 
   7.66999 ,    -0.384452815884362E+00 ,    -0.293368265005253E+00 ,    -0.281690099376863E+00 , 
   7.68999 ,    -0.454488275644982E+00 ,    -0.270972094770227E+00 ,    -0.283761100202497E+00 , 
   7.70999 ,    -0.400651580266845E+00 ,    -0.249181038127499E+00 ,    -0.278789594801530E+00 , 
   7.72999 ,    -0.241645514253376E+00 ,    -0.230127846153415E+00 ,    -0.268748659488065E+00 , 
   7.74999 ,    -0.231171593225021E-01 ,    -0.214982386156149E+00 ,    -0.256943276102362E+00 , 
   7.76999 ,     0.195958064799527E+00 ,    -0.203641147856764E+00 ,    -0.246896542597561E+00 , 
   7.78999 ,     0.360307418372725E+00 ,    -0.194825934757112E+00 ,    -0.241199379319431E+00 , 
   7.80999 ,     0.433645499289182E+00 ,    -0.186542863852449E+00 ,    -0.240703003697988E+00 , 
   7.82999 ,     0.407705727948650E+00 ,    -0.176739099248708E+00 ,    -0.244311516855071E+00 , 
   7.84999 ,     0.302553837038439E+00 ,    -0.163939437170522E+00 ,    -0.249426958415994E+00 , 
   7.86999 ,     0.158476732436837E+00 ,    -0.147663404106908E+00 ,    -0.252880928583867E+00 , 
   7.88999 ,     0.223269204054253E-01 ,    -0.128505973241861E+00 ,    -0.252028427560212E+00 , 
   7.90999 ,    -0.671963381200113E-01 ,    -0.107880529662381E+00 ,    -0.245632801011062E+00 , 
   7.92999 ,    -0.907133206334904E-01 ,    -0.875310787706191E-01 ,    -0.234249242079241E+00 , 
   7.94999 ,    -0.524917840833475E-01 ,    -0.689863423428944E-01 ,    -0.219989586723791E+00 , 
   7.96999 ,     0.230268119033276E-01 ,    -0.531322998943975E-01 ,    -0.205762543221142E+00 , 
   7.98999 ,     0.100930146801230E+00 ,    -0.400250051442479E-01 ,    -0.194259227853827E+00 , 
   8.00999 ,     0.148269687324791E+00 ,    -0.289750413916470E-01 ,    -0.187035256174731E+00 , 
   8.02999 ,     0.145018321205969E+00 ,    -0.188424299655978E-01 ,    -0.184001651425664E+00 , 
   8.04999 ,     0.900316332097332E-01 ,    -0.841823564879481E-02 ,    -0.183492451084531E+00 , 
   8.07000 ,     0.259016505176703E-03 ,     0.325041186665894E-02 ,    -0.182876687507919E+00 , 
   8.09000 ,    -0.958982767374218E-01 ,     0.166558965935852E-01 ,    -0.179499998655397E+00 , 
   8.11000 ,    -0.169215539420999E+00 ,     0.318671329676848E-01 ,    -0.171625539905499E+00 , 
   8.13000 ,    -0.199615739264527E+00 ,     0.486513563258840E-01 ,    -0.159049413178576E+00 , 
   8.15000 ,    -0.182698640047852E+00 ,     0.666748992925262E-01 ,    -0.143181275956061E+00 , 
   8.17000 ,    -0.130479838184138E+00 ,     0.856512989016179E-01 ,    -0.126563646765314E+00 , 
   8.19000 ,    -0.663235238868956E-01 ,     0.105377286869904E+00 ,    -0.111996154923510E+00 , 
   8.21000 ,    -0.160175957707978E-01 ,     0.125651429027247E+00 ,    -0.101565723613110E+00 , 
   8.23000 ,     0.177306378406468E-02 ,     0.146130408453101E+00 ,    -0.959153114836257E-01 , 
   8.25000 ,    -0.177104664151535E-01 ,     0.166213311461919E+00 ,    -0.940022548912804E-01 , 
   8.27000 ,    -0.636709610003719E-01 ,     0.185039376262570E+00 ,    -0.934306672225664E-01 , 
   8.29000 ,    -0.113789331333440E+00 ,     0.201640176339624E+00 ,    -0.912475479995053E-01 , 
   8.31000 ,    -0.142508047461206E+00 ,     0.215219845960209E+00 ,    -0.849352199663959E-01 , 
   8.33000 ,    -0.130650929858839E+00 ,     0.225473312559231E+00 ,    -0.732663154729071E-01 , 
   8.35000 ,    -0.729971670326444E-01 ,     0.232819043284036E+00 ,    -0.567337864840307E-01 , 
   8.37000 ,     0.188817061873887E-01 ,     0.238435649649623E+00 ,    -0.374112557353123E-01 , 
   8.39000 ,     0.119603079414851E+00 ,     0.244049959354105E+00 ,    -0.182899816488485E-01 , 
   8.41000 ,     0.197873721156683E+00 ,     0.251509528894038E+00 ,    -0.231340274704706E-02 , 
   8.43000 ,     0.226729294385889E+00 ,     0.262255227878424E+00 ,     0.856985892574245E-02 , 
   8.45000 ,     0.192715433246286E+00 ,     0.276858645961130E+00 ,     0.140215556609190E-01 , 
   8.47000 ,     0.100930890576035E+00 ,     0.294784059584131E+00 ,     0.153972998327613E-01 , 
   8.49001 ,    -0.258690241255531E-01 ,     0.314483131311750E+00 ,     0.152758284127825E-01 , 
   8.51000 ,    -0.153456376242803E+00 ,     0.333750733175051E+00 ,     0.165956384442268E-01 , 
   8.53000 ,    -0.246956811225615E+00 ,     0.350441730569038E+00 ,     0.216907931409943E-01 , 
   8.55001 ,    -0.280754504291986E+00 ,     0.363020686123406E+00 ,     0.315502290393295E-01 , 
   8.57001 ,    -0.246421360970295E+00 ,     0.371054911117303E+00 ,     0.455112156790937E-01 , 
   8.59001 ,    -0.155049575914300E+00 ,     0.375374810499224E+00 ,     0.615527624318626E-01 , 
   8.61001 ,    -0.334353239452348E-01 ,     0.377790657741750E+00 ,     0.769903619065114E-01 , 
   8.63001 ,     0.843315176751261E-01 ,     0.380527643615718E+00 ,     0.893924263937156E-01 , 
   8.65001 ,     0.167300232160625E+00 ,     0.385512344126255E+00 ,     0.973827051284599E-01 , 
   8.67001 ,     0.196760148891317E+00 ,     0.393744668786667E+00 ,     0.101063561590937E+00 , 
   8.69001 ,     0.171194152269389E+00 ,     0.404959826942090E+00 ,     0.101923873317981E+00 , 
   8.71001 ,     0.105669280011275E+00 ,     0.417695097971980E+00 ,     0.102272542686349E+00 , 
   8.73001 ,     0.260684923766888E-01 ,     0.429746805083836E+00 ,     0.104400012977040E+00 , 
   8.75001 ,    -0.397937620784736E-01 ,     0.438875668055036E+00 ,     0.109761133851554E+00 , 
   8.77001 ,    -0.711997580825105E-01 ,     0.443535577844677E+00 ,     0.118462807371434E+00 , 
   8.79001 ,    -0.607900970063780E-01 ,     0.443389898672846E+00 ,     0.129233034743449E+00 , 
   8.81001 ,    -0.161535567660557E-01 ,     0.439445364893469E+00 ,     0.139881097173897E+00 , 
   8.83001 ,     0.435678101017415E-01 ,     0.433755895190071E+00 ,     0.148088718431422E+00 , 
   8.85001 ,     0.947312719615060E-01 ,     0.428787773033072E+00 ,     0.152257112435502E+00 , 
   8.87001 ,     0.117428146334045E+00 ,     0.426648228683587E+00 ,     0.152114005673552E+00 , 
   8.89001 ,     0.102130172687705E+00 ,     0.428425055757202E+00 ,     0.148865253280245E+00 , 
   8.91001 ,     0.526055117969294E-01 ,     0.433850134122346E+00 ,     0.144830372136713E+00 , 
   8.93001 ,    -0.157232126161679E-01 ,     0.441395543812293E+00 ,     0.142677850595220E+00 , 
   8.95002 ,    -0.812919083468514E-01 ,     0.448774368863273E+00 ,     0.144516737431534E+00 , 
   8.97002 ,    -0.123625473247539E+00 ,     0.453664021412643E+00 ,     0.151141885687460E+00 , 
   8.99002 ,    -0.130265300318231E+00 ,     0.454470376383523E+00 ,     0.161709593967631E+00 , 
   9.01002 ,    -0.100473468923616E+00 ,     0.450815209904387E+00 ,     0.173946907750194E+00 , 
   9.03002 ,    -0.450757053786276E-01 ,     0.443647222769856E+00 ,     0.184840763857925E+00 , 
   9.05002 ,     0.175570729083330E-01 ,     0.434921801976100E+00 ,     0.191586011837912E+00 , 
   9.07002 ,     0.678620819359539E-01 ,     0.426961603528148E+00 ,     0.192482805435552E+00 , 
   9.09002 ,     0.915517841859841E-01 ,     0.421708687227652E+00 ,     0.187487753294645E+00 , 
   9.11002 ,     0.840177505996719E-01 ,     0.420111854373953E+00 ,     0.178235143212079E+00 , 
   9.13002 ,     0.512728997314647E-01 ,     0.421845793990032E+00 ,     0.167517909452125E+00 , 
   9.15002 ,     0.726030407911601E-02 ,     0.425447712601995E+00 ,     0.158395494127111E+00 , 
   9.17002 ,    -0.313993051360579E-01 ,     0.428819332472997E+00 ,     0.153218615747104E+00 , 
   9.19002 ,    -0.513123382555873E-01 ,     0.429923116469856E+00 ,     0.152888524652879E+00 , 
   9.21002 ,    -0.468048454556309E-01 ,     0.427440394857291E+00 ,     0.156591467806344E+00 , 
   9.23002 ,    -0.214978653320575E-01 ,     0.421175370649686E+00 ,     0.162093204059239E+00 , 
   9.25002 ,     0.134760339578630E-01 ,     0.412076582624254E+00 ,     0.166494957726743E+00 , 
   9.27002 ,     0.438699245970610E-01 ,     0.401876524315659E+00 ,     0.167201596897937E+00 , 
   9.29002 ,     0.576918225555840E-01 ,     0.392477417434309E+00 ,     0.162784478656410E+00 , 
   9.31002 ,     0.496031578578296E-01 ,     0.385294231380879E+00 ,     0.153457437888409E+00 , 
   9.33002 ,     0.227899894394832E-01 ,     0.380777591561882E+00 ,     0.141012474754616E+00 , 
   9.35002 ,    -0.123224518646466E-01 ,     0.378275961863233E+00 ,     0.128239271594042E+00 , 
   9.37003 ,    -0.420180978115794E-01 ,     0.376278994394056E+00 ,     0.118017104316071E+00 , 
   9.39002 ,    -0.543755419835057E-01 ,     0.372963379225901E+00 ,     0.112404550782820E+00 , 
   9.41003 ,    -0.438502676243858E-01 ,     0.366825665694874E+00 ,     0.111945579008672E+00 , 
   9.43003 ,    -0.133926017804539E-01 ,     0.357241955038931E+00 ,     0.115540785975144E+00 , 
   9.45003 ,     0.264245891731052E-01 ,     0.344679405894707E+00 ,     0.120795949069077E+00 , 
   9.47003 ,     0.610956600220982E-01 ,     0.330561704787485E+00 ,     0.124809623803478E+00 , 
   9.49003 ,     0.773640158209373E-01 ,     0.316787109249553E+00 ,     0.125104464552392E+00 , 
   9.51003 ,     0.680614933463455E-01 ,     0.305076129722095E+00 ,     0.120408368597510E+00 , 
   9.53003 ,     0.348697435064281E-01 ,     0.296367805754861E+00 ,     0.111033234149726E+00 , 
